ENSMMUT00000003653	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
ENSMMUT00000003653	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function
ENSMMUT00000003653	GO:0007154	cell communication	Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.	biological_process
ENSMMUT00000003653	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
ENSMMUT00000003653	GO:0002009	morphogenesis of an epithelium	The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube.	biological_process
ENSMMUT00000003653	GO:0003338	metanephros morphogenesis	The process in which the anatomical structures of the metanephros are generated and organized.	biological_process
ENSMMUT00000003653	GO:0015031	protein transport	The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
ENSMMUT00000003653	GO:0030326	embryonic limb morphogenesis	The process, occurring in the embryo, by which the anatomical structures of the limb are generated and organized. A limb is an appendage of an animal used for locomotion or grasping.	biological_process
ENSMMUT00000003653	GO:0043588	skin development	The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue.	biological_process
ENSMMUT00000003653	GO:0060021	roof of mouth development	The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities.	biological_process
ENSMMUT00000003653	GO:0005604	basement membrane	A collagen-containing extracellular matrix consisting of a thin layer of dense material found in various animal tissues interposed between the cells and the adjacent connective tissue. It consists of the basal lamina plus an associated layer of reticulin fibers.	cellular_component
ENSMMUT00000000587	GO:0008017	microtubule binding	Interacting selectively and non-covalently with microtubules, filaments composed of tubulin monomers.	molecular_function
ENSMMUT00000000587	GO:0017137	Rab GTPase binding	Interacting selectively and non-covalently with Rab protein, any member of the Rab subfamily of the Ras superfamily of monomeric GTPases.	molecular_function
ENSMMUT00000000587	GO:0048870	cell motility	Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another.	biological_process
ENSMMUT00000000587	GO:0031514	motile cilium	A cilium which may have a variable arrangement of axonemal microtubules and also contains molecular motors. It may beat with a whip-like pattern that promotes cell motility or transport of fluids and other cells across a cell surface, such as on epithelial cells that line the lumenal ducts of various tissues; or they may display a distinct twirling motion that directs fluid flow asymmetrically across the cellular surface to affect asymmetric body plan organization. Motile cilia can be found in single as well as multiple copies per cell.	cellular_component
ENSMMUT00000004950	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
ENSMMUT00000004950	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
ENSMMUT00000004950	GO:0015171	amino acid transmembrane transporter activity	Enables the transfer of amino acids from one side of a membrane to the other. Amino acids are organic molecules that contain an amino group and a carboxyl group.	molecular_function
ENSMMUT00000004950	GO:0003333	amino acid transmembrane transport	The process in which an amino acid is transported across a membrane.	biological_process
ENSMMUT00000004950	GO:0015187	glycine transmembrane transporter activity	Enables the transfer of glycine from one side of a membrane to the other. Glycine is aminoethanoic acid.	molecular_function
ENSMMUT00000004950	GO:0015193	L-proline transmembrane transporter activity	Enables the transfer of L-proline from one side of a membrane to the other. L-proline is pyrrolidine-2-carboxylic acid.	molecular_function
ENSMMUT00000004950	GO:0015180	L-alanine transmembrane transporter activity	Enables the transfer of L-alanine from one side of a membrane to the other. L-alanine is the L-enantiomer of 2-aminopropanoic acid.	molecular_function
ENSMMUT00000004950	GO:0005280	amino acid:proton symporter activity	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: amino acid(out) + H+(out) = amino acid(in) + H+(in).	molecular_function
ENSMMUT00000004950	GO:0015078	proton transmembrane transporter activity	Enables the transfer of a proton from one side of a membrane to the other.	molecular_function
ENSMMUT00000004950	GO:0015808	L-alanine transport	The directed movement of L-alanine, the L-enantiomer of 2-aminopropanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
ENSMMUT00000004950	GO:0015816	glycine transport	The directed movement of glycine, aminoethanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
ENSMMUT00000004950	GO:0035524	proline transmembrane transport	The directed movement of proline, pyrrolidine-2-carboxylic acid, across a membrane by means of some agent such as a transporter or pore.	biological_process
ENSMMUT00000004950	GO:1902600	proton transmembrane transport	The directed movement of a proton across a membrane.	biological_process
ENSMMUT00000004950	GO:0015824	proline transport	The directed movement of proline, pyrrolidine-2-carboxylic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
ENSMMUT00000004950	GO:0005783	endoplasmic reticulum	The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).	cellular_component
ENSMMUT00000027535	GO:0046872	metal ion binding	Interacting selectively and non-covalently with any metal ion.	molecular_function
ENSMMUT00000027535	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
ENSMMUT00000027535	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
ENSMMUT00000027535	GO:0045202	synapse	The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane.	cellular_component
ENSMMUT00000058229	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
ENSMMUT00000058229	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	molecular_function
ENSMMUT00000058229	GO:0007155	cell adhesion	The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.	biological_process
ENSMMUT00000058229	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	The attachment of a plasma membrane adhesion molecule in one cell to an identical molecule in an adjacent cell.	biological_process
ENSMMUT00000058229	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	cellular_component
ENSMMUT00000058229	GO:0098609	cell-cell adhesion	The attachment of one cell to another cell via adhesion molecules.	biological_process
ENSMMUT00000058229	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
ENSMMUT00000026741	GO:0043565	sequence-specific DNA binding	Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.	molecular_function
ENSMMUT00000026741	GO:0006355	regulation of transcription, DNA-templated	Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.	biological_process
ENSMMUT00000026741	GO:0003677	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
ENSMMUT00000026741	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
ENSMMUT00000026741	GO:0007275	multicellular organism development	The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).	biological_process
ENSMMUT00000026741	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to activate or increase transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units.	molecular_function
ENSMMUT00000026741	GO:0045944	positive regulation of transcription by RNA polymerase II	Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter.	biological_process
ENSMMUT00000026741	GO:0005654	nucleoplasm	That part of the nuclear content other than the chromosomes or the nucleolus.	cellular_component
ENSMMUT00000026741	GO:0043231	intracellular membrane-bounded organelle	Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.	cellular_component
ENSMMUT00000067420	GO:0003676	nucleic acid binding	Interacting selectively and non-covalently with any nucleic acid.	molecular_function
ENSMMUT00000067420	GO:0003700	DNA-binding transcription factor activity	A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.	molecular_function
ENSMMUT00000067420	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
ENSMMUT00000067420	GO:0006355	regulation of transcription, DNA-templated	Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.	biological_process
ENSMMUT00000041070	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
ENSMMUT00000041070	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
ENSMMUT00000041070	GO:0055085	transmembrane transport	The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.	biological_process
ENSMMUT00000041070	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function
ENSMMUT00000041070	GO:0005216	ion channel activity	Enables the facilitated diffusion of an ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size).	molecular_function
ENSMMUT00000041070	GO:0006811	ion transport	The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
ENSMMUT00000041070	GO:0070588	calcium ion transmembrane transport	A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore.	biological_process
ENSMMUT00000041070	GO:0005262	calcium channel activity	Enables the facilitated diffusion of a calcium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
ENSMMUT00000078687	GO:0003676	nucleic acid binding	Interacting selectively and non-covalently with any nucleic acid.	molecular_function
ENSMMUT00000078687	GO:0003723	RNA binding	Interacting selectively and non-covalently with an RNA molecule or a portion thereof.	molecular_function
ENSMMUT00000001470	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function
ENSMMUT00000001470	GO:0005085	guanyl-nucleotide exchange factor activity	Stimulates the exchange of guanyl nucleotides associated with a GTPase. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase.	molecular_function
ENSMMUT00000001470	GO:0035556	intracellular signal transduction	The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell.	biological_process
ENSMMUT00000001470	GO:0035023	regulation of Rho protein signal transduction	Any process that modulates the frequency, rate or extent of Rho protein signal transduction.	biological_process
ENSMMUT00000001470	GO:0005089	Rho guanyl-nucleotide exchange factor activity	Stimulates the exchange of guanyl nucleotides associated with a GTPase of the Rho family. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase.	molecular_function
ENSMMUT00000023277	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
ENSMMUT00000023277	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
ENSMMUT00000072322	GO:0003779	actin binding	Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments.	molecular_function
ENSMMUT00000072322	GO:0030036	actin cytoskeleton organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins.	biological_process
ENSMMUT00000072322	GO:0006351	transcription, DNA-templated	The cellular synthesis of RNA on a template of DNA.	biological_process
ENSMMUT00000072322	GO:0007010	cytoskeleton organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures.	biological_process
ENSMMUT00000072322	GO:0046872	metal ion binding	Interacting selectively and non-covalently with any metal ion.	molecular_function
ENSMMUT00000060467	GO:0005576	extracellular region	The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.	cellular_component
ENSMMUT00000060467	GO:0006952	defense response	Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.	biological_process
ENSMMUT00000060467	GO:0005615	extracellular space	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.	cellular_component
ENSMMUT00000060467	GO:0042742	defense response to bacterium	Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism.	biological_process
ENSMMUT00000060467	GO:0050918	positive chemotaxis	The directed movement of a motile cell or organism towards a higher concentration of a chemical.	biological_process
ENSMMUT00000060467	GO:0006935	chemotaxis	The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).	biological_process
ENSMMUT00000060467	GO:0060326	cell chemotaxis	The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).	biological_process
ENSMMUT00000060467	GO:0031731	CCR6 chemokine receptor binding	Interacting selectively and non-covalently with a CCR6 chemokine receptor.	molecular_function
ENSMMUT00000060467	GO:0042056	chemoattractant activity	Providing the environmental signal that initiates the directed movement of a motile cell or organism towards a higher concentration of that signal.	molecular_function
ENSMMUT00000060078	GO:0005096	GTPase activator activity	Binds to and increases the activity of a GTPase, an enzyme that catalyzes the hydrolysis of GTP.	molecular_function
ENSMMUT00000060078	GO:0048487	beta-tubulin binding	Interacting selectively and non-covalently with the microtubule constituent protein beta-tubulin.	molecular_function
ENSMMUT00000060078	GO:0007021	tubulin complex assembly	The aggregation and bonding together of alpha- and beta-tubulin to form a tubulin heterodimer.	biological_process
ENSMMUT00000060078	GO:0007023	post-chaperonin tubulin folding pathway	Completion of folding of alpha- and beta-tubulin; takes place subsequent to chaperonin-mediated partial folding; mediated by a complex of folding cofactors.	biological_process
ENSMMUT00000060078	GO:0043547	positive regulation of GTPase activity	Any process that activates or increases the activity of a GTPase.	biological_process
ENSMMUT00000060078	GO:0000226	microtubule cytoskeleton organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins.	biological_process
ENSMMUT00000060078	GO:0006457	protein folding	The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.	biological_process
ENSMMUT00000060078	GO:0016328	lateral plasma membrane	The portion of the plasma membrane at the lateral side of the cell. In epithelial cells, lateral plasma membranes are on the sides of cells which lie at the interface of adjacent cells.	cellular_component
ENSMMUT00000060078	GO:0005912	adherens junction	A cell junction at which anchoring proteins (cadherins or integrins) extend through the plasma membrane and are attached to actin filaments.	cellular_component
ENSMMUT00000060078	GO:0000278	mitotic cell cycle	Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent.	biological_process
ENSMMUT00000060078	GO:0031115	negative regulation of microtubule polymerization	Any process that stops, prevents, or reduces the frequency, rate or extent of microtubule polymerization.	biological_process
ENSMMUT00000060078	GO:0034333	adherens junction assembly	The aggregation, arrangement and bonding together of a set of components to form an adherens junction. An adherens junction is a cell junction at which the cytoplasmic face of the plasma membrane is attached to actin filaments.	biological_process
ENSMMUT00000060078	GO:0048667	cell morphogenesis involved in neuron differentiation	The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron.	biological_process
ENSMMUT00000060078	GO:0070830	bicellular tight junction assembly	The aggregation, arrangement and bonding together of a set of components to form a tight junction, an occluding cell-cell junction that is composed of a branching network of sealing strands that completely encircles the apical end of each cell in an epithelial sheet.	biological_process
ENSMMUT00000060078	GO:0005813	centrosome	A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle.	cellular_component
ENSMMUT00000060078	GO:0005923	bicellular tight junction	An occluding cell-cell junction that is composed of a branching network of sealing strands that completely encircles the apical end of each cell in an epithelial sheet; the outer leaflets of the two interacting plasma membranes are seen to be tightly apposed where sealing strands are present. Each sealing strand is composed of a long row of transmembrane adhesion proteins embedded in each of the two interacting plasma membranes.	cellular_component
ENSMMUT00000012666	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
ENSMMUT00000012666	GO:0005328	neurotransmitter:sodium symporter activity	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: neurotransmitter(out) + Na+(out) = neurotransmitter(in) + Na+(in).	molecular_function
ENSMMUT00000012666	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
ENSMMUT00000012666	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	cellular_component
ENSMMUT00000012666	GO:0015293	symporter activity	Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported together in the same direction in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy.	molecular_function
ENSMMUT00000012666	GO:0060012	synaptic transmission, glycinergic	The vesicular release of glycine from a presynapse, across a chemical synapse, the subsequent activation of glycine receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse.	biological_process
ENSMMUT00000012666	GO:0015375	glycine:sodium symporter activity	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: glycine(out) + Na+(out) = glycine(in) + Na+(in).	molecular_function
ENSMMUT00000012666	GO:1903804	glycine import across plasma membrane	The directed movement of glycine from outside of a cell, across the plasma membrane and into the cytosol.	biological_process
ENSMMUT00000047013	GO:0005622	intracellular	The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm.	cellular_component
ENSMMUT00000047013	GO:0005085	guanyl-nucleotide exchange factor activity	Stimulates the exchange of guanyl nucleotides associated with a GTPase. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase.	molecular_function
ENSMMUT00000047013	GO:0007264	small GTPase mediated signal transduction	Any series of molecular signals in which a small monomeric GTPase relays one or more of the signals.	biological_process
ENSMMUT00000063535	GO:0003676	nucleic acid binding	Interacting selectively and non-covalently with any nucleic acid.	molecular_function
ENSMMUT00000063535	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
